time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2024/07/05/10:38:46.260905,7303,1720190326,261144052,imu_link,-0.007219787687063217,-0.016654323786497116,-0.4931316375732422,-0.8697652816772461,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.05959660932421684,0.22029460966587067,0.8258387446403503,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-3.5003228187561035,-1.3311761617660522,13.172897338867188,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:46.363765,7304,1720190326,364144052,imu_link,-0.0006750421598553658,-0.021743101999163628,-0.5280219912528992,-0.848952054977417,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.03831210732460022,-0.07449576258659363,0.8577654957771301,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.4181437492370605,-6.651092529296875,12.770671844482422,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:46.447037,7305,1720190326,447144052,imu_link,-0.00037189479917287827,-0.018710723146796227,-0.5612601637840271,-0.8274278044700623,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.04895435646176338,-0.02234872803092003,0.7896550893783569,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.5275006294250488,-0.9241618514060974,7.943961143493652,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:46.549486,7306,1720190326,550144052,imu_link,-0.007522962987422943,-0.015558811835944653,-0.5899648070335388,-0.8072440028190613,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.07236731052398682,0.08194534480571747,0.5235987901687622,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.4884171485900879,0.3447650372982025,7.402871608734131,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:46.652791,7307,1720190326,653144052,imu_link,-0.009459476917982101,-0.02595074474811554,-0.608062744140625,-0.7934083342552185,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.02766985446214676,0.17985405027866364,0.5044426918029785,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.9448680877685547,-2.6144683361053467,10.730812072753906,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:46.755885,7308,1720190326,756144052,imu_link,-0.01149678323417902,-0.023027827963232994,-0.6297910213470459,-0.7763381004333496,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.051082808524370193,-0.12557856738567352,0.627892792224884,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-8.26478385925293,-1.8387469053268433,6.8809356689453125,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:46.857829,7309,1720190326,859144052,imu_link,-0.01762782782316208,-0.021451685577630997,-0.6554668545722961,-0.7547134160995483,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.10216561704874039,-0.07130308449268341,0.6779114603996277,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-3.8115692138671875,-5.008669853210449,9.289502143859863,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:46.961646,7310,1720190326,962144052,imu_link,-0.024913884699344635,-0.02038569562137127,-0.6806433796882629,-0.7319073677062988,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.15324842929840088,0.02766985446214676,0.6321497559547424,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.35913026332855225,3.6343982219696045,6.617573261260986,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.064909,7311,1720190327,65144052,imu_link,-0.0287957563996315,-0.020634908229112625,-0.70354825258255,-0.7097639441490173,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.018091827630996704,-0.07981688529253006,0.6459846496582031,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-3.1220390796661377,3.423708438873291,7.675810813903809,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.148044,7312,1720190327,148144052,imu_link,-0.024990815669298172,-0.02288239821791649,-0.7260348200798035,-0.6868226528167725,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.012770702131092548,0.22242306172847748,0.6459846496582031,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.8762778043746948,5.870582580566406,11.075576782226562,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.251751,7313,1720190327,251144052,imu_link,-0.027290819212794304,-0.023541223257780075,-0.748132586479187,-0.6625697016716003,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.1745329201221466,-0.005321125965565443,0.7109023928642273,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.004788403399288654,2.10210919380188,9.107542991638184,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.353602,7314,1720190327,354144052,imu_link,-0.02384430170059204,-0.027038507163524628,-0.7694048881530762,-0.6377432942390442,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.03618365526199341,-0.04363323003053665,0.6502416133880615,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.45489832758903503,6.512228488922119,11.626243591308594,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.457859,7315,1720190327,457144052,imu_link,-0.032731134444475174,-0.029140818864107132,-0.7895312309265137,-0.6121436953544617,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.001064225216396153,-0.0691746324300766,0.6630122661590576,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.5746083855628967,-2.250549554824829,8.508993148803711,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.559959,7316,1720190327,561403038,imu_link,-0.025901656597852707,-0.026153825223445892,-0.8092666268348694,-0.5862871408462524,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.018091827630996704,-0.1415419578552246,0.6257644295692444,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",6.593631267547607,-2.7102363109588623,10.539276123046875,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.662433,7317,1720190327,664403038,imu_link,-0.02020771987736225,-0.02131860889494419,-0.827807605266571,-0.5602425336837769,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.06066083535552025,0.10535828769207001,0.5395621657371521,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.580173134803772,2.734178304672241,10.362105369567871,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.745570,7318,1720190327,747403038,imu_link,-0.01779763586819172,-0.02002139389514923,-0.8413785696029663,-0.5397818684577942,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.06704618781805038,-0.023412954062223434,0.39163485169410706,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-7.671022415161133,1.4221558570861816,11.219228744506836,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.849965,7319,1720190327,850403038,imu_link,-0.006092831492424011,-0.026960361748933792,-0.8509384989738464,-0.5245376229286194,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.05001858249306679,-0.05746815726161003,0.25009292364120483,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.028730420395731926,-3.3710360527038574,8.5903959274292,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:47.951867,7320,1720190327,953403038,imu_link,-0.00882295984774828,-0.02184276096522808,-0.8567713499069214,-0.5151581764221191,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.030862528830766678,-0.12451434880495071,0.1926247626543045,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.011129379272461,-0.8810662031173706,9.466673851013184,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.054770,7321,1720190328,56403038,imu_link,-0.012416759505867958,-0.02048708125948906,-0.8620442748069763,-0.5062664747238159,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.06811041384935379,0.25541403889656067,0.2245515137910843,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",3.9264907836914062,4.592078685760498,10.927136421203613,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.157981,7322,1720190328,159403038,imu_link,-0.010095275938510895,-0.022813592106103897,-0.8656997084617615,-0.4999416172504425,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.037247881293296814,0.02766985446214676,0.14047771692276,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",3.4189200401306152,0.9576807022094727,9.706093788146973,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.261109,7323,1720190328,262403038,imu_link,-0.016507763415575027,-0.02027098275721073,-0.8687317967414856,-0.49459242820739746,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.09471604228019714,0.009578026831150055,0.17878982424736023,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.0965443849563599,-1.5275006294250488,9.131484985351562,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.366362,7324,1720190328,365403038,imu_link,-0.014831040985882282,-0.020381774753332138,-0.8728646636009216,-0.48731088638305664,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.010642251931130886,0.03511942923069,0.22029460966587067,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-5.928043365478516,0.014365210197865963,9.77791976928711,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.449033,7325,1720190328,448403038,imu_link,-0.016770273447036743,-0.022980928421020508,-0.8771817684173584,-0.4793148636817932,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.04150478169322014,-0.05427548289299011,0.17772559821605682,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.3750481605529785,0.07661445438861847,9.5624418258667,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.554385,7326,1720190328,551403038,imu_link,-0.016230378299951553,-0.024195712059736252,-0.8818777203559875,-0.4705771803855896,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.010642251931130886,0.21603770554065704,0.17985405027866364,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-1.139639973640442,-2.0590133666992188,10.979808807373047,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.654863,7327,1720190328,654403038,imu_link,-0.019533436745405197,-0.02052256464958191,-0.8844747543334961,-0.4657270014286041,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.031926754862070084,-0.09152336418628693,0.16814757883548737,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.9481038451194763,-0.9002198576927185,10.38604736328125,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.759727,7328,1720190328,757403038,imu_link,-0.02137017622590065,-0.016213025897741318,-0.8880259990692139,-0.45901012420654297,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.01383492723107338,-0.20007432997226715,0.12877124547958374,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.2026655673980713,-1.6950948238372803,8.868123054504395,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.862283,7329,1720190328,860403038,imu_link,-0.026838086545467377,-0.012233339250087738,-0.8913270831108093,-0.45240041613578796,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.001064225216396153,-0.042569007724523544,0.20433123409748077,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.460463047027588,-2.2026655673980713,8.767566680908203,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:48.966872,7330,1720190328,963403038,imu_link,-0.024771586060523987,-0.011381895281374454,-0.894843339920044,-0.4455471336841583,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.06385350972414017,0.051082808524370193,0.172404482960701,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",4.410119533538818,3.227383852005005,10.160991668701172,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.044249,7331,1720190329,46403038,imu_link,-0.0166789460927248,-0.01563437283039093,-0.8982839584350586,-0.43882036209106445,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.04682590812444687,-0.001064225216396153,0.07981688529253006,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",5.329493045806885,3.1507694721221924,8.063671112060547,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.148081,7332,1720190329,149403038,imu_link,-0.023903660476207733,-0.011272158473730087,-0.9003292918205261,-0.4344061613082886,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.17985405027866364,-0.07449576258659363,0.13089969754219055,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.4612393379211426,1.3407529592514038,9.11233139038086,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.250286,7333,1720190329,252403038,imu_link,-0.024072133004665375,-0.010936467908322811,-0.90298992395401,-0.4288474917411804,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.03618365526199341,-0.09045914560556412,0.11812899261713028,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.456450939178467,0.22505496442317963,9.121908187866211,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.354031,7334,1720190329,355403038,imu_link,-0.024838581681251526,-0.012079667299985886,-0.9063422679901123,-0.42164063453674316,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.018091827630996704,0.02447717823088169,0.1042940616607666,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-1.235408067703247,-0.17717093229293823,10.299856185913086,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.456475,7335,1720190329,458403038,imu_link,-0.026909753680229187,-0.009599344804883003,-0.9093160033226013,-0.41512417793273926,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.11387208849191666,0.16495490074157715,0.15111997723579407,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.8667010068893433,-0.10534487664699554,9.53849983215332,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.561825,7336,1720190329,561403038,imu_link,-0.026600290089845657,-0.011445743963122368,-0.9118202924728394,-0.40956708788871765,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.0862022414803505,-0.021284503862261772,0.10110139101743698,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.341529369354248,-0.05267243832349777,11.24795913696289,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.669886,7337,1720190329,664403038,imu_link,-0.029087089002132416,-0.01012236438691616,-0.9142781496047974,-0.40391454100608826,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.020220277830958366,0.009578026831150055,0.12983547151088715,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-3.950432777404785,3.8115692138671875,11.018115997314453,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.745614,7338,1720190329,747403038,imu_link,-0.03385423868894577,-0.00920567475259304,-0.916991651058197,-0.397360622882843,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.06278928369283676,-0.037247881293296814,0.1745329201221466,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.274491548538208,-2.0925323963165283,9.720458984375,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.848227,7339,1720190329,850403038,imu_link,-0.026418637484312057,-0.008026395924389362,-0.9197791814804077,-0.3914637565612793,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.12451434880495071,-0.03831210732460022,0.1223858892917633,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",4.031835556030273,-1.4891934394836426,7.560888767242432,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:49.952227,7340,1720190329,953403038,imu_link,-0.027095213532447815,-0.007222478277981281,-0.9230503439903259,-0.38365569710731506,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.002128450432792306,0.17134025692939758,0.16176222264766693,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.1149216815829277,1.5179238319396973,7.910442352294922,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.059036,7341,1720190330,57200185,imu_link,-0.023941146209836006,-0.004159199073910713,-0.9250547885894775,-0.37905555963516235,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.037247881293296814,-0.1415419578552246,0.09897294640541077,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.7676970958709717,-1.6376339197158813,6.718130111694336,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.165504,7342,1720190330,160200185,imu_link,-0.024188518524169922,-0.00014733616262674332,-0.9272969961166382,-0.3735441267490387,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.025541404262185097,0.03618365526199341,0.1223858892917633,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.9864110946655273,0.7709329724311829,11.195286750793457,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.264687,7343,1720190330,263200185,imu_link,-0.022969495505094528,0.0004900088533759117,-0.9289999604225159,-0.36936601996421814,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.020220277830958366,0.001064225216396153,0.10110139101743698,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-5.04218864440918,-1.53707754611969,9.758766174316406,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.344866,7344,1720190330,346200185,imu_link,-0.023840229958295822,0.00041674356907606125,-0.9304633736610413,-0.36560821533203125,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.09790871292352676,-0.16708335280418396,0.0691746324300766,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.7621324062347412,-0.9911994934082031,9.68694019317627,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.446622,7345,1720190330,449200185,imu_link,-0.019169703125953674,-0.005256070755422115,-0.9317836165428162,-0.3624695837497711,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.01383492723107338,0.04363323003053665,0.05533970892429352,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.8155810832977295,1.7190368175506592,8.14028549194336,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.555882,7346,1720190330,552200185,imu_link,-0.01786414161324501,-0.003565734252333641,-0.9323434233665466,-0.36111485958099365,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.07343153655529022,-0.01489915233105421,0.028734078630805016,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.806004285812378,4.448426723480225,7.321468830108643,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.656450,7347,1720190330,655200185,imu_link,-0.009724204428493977,-0.005064004100859165,-0.9332467913627625,-0.35906851291656494,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.07343153655529022,0.05533970892429352,0.026605628430843353,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",5.07570743560791,-0.9768342971801758,9.701305389404297,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.755137,7348,1720190330,758200185,imu_link,0.004644517786800861,-0.008153721690177917,-0.9338371753692627,-0.35757529735565186,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.01915605366230011,0.1223858892917633,0.02234872803092003,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.0446481704711914,-1.3503297567367554,8.7484130859375,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.858439,7349,1720190330,861200185,imu_link,0.0010110586881637573,-0.0036950334906578064,-0.9342272281646729,-0.35665783286094666,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.11387208849191666,-0.11174364387989044,0.025541404262185097,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.212242364883423,0.10534487664699554,10.72602367401123,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:50.961898,7350,1720190330,964200185,imu_link,0.0004818355664610863,-0.0045036813244223595,-0.9343279004096985,-0.35638588666915894,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.1042940616607666,-0.16069799661636353,0.03618365526199341,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-3.998316764831543,2.0638017654418945,10.170568466186523,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:51.049410,7351,1720190331,47200185,imu_link,-0.00636517908424139,-0.0026605408638715744,-0.934455931186676,-0.3560119867324829,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.04895435646176338,-0.03511942923069,0.01383492723107338,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.933738648891449,-0.4596867263317108,9.490615844726562,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:51.154258,7352,1720190331,150200185,imu_link,-0.007197120226919651,-0.0007763076573610306,-0.9344528913497925,-0.3560132384300232,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.06704618781805038,-0.10748674720525742,0.002128450432792306,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-1.4939818382263184,-0.5123591423034668,8.863334655761719,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:51.250066,7353,1720190331,253200185,imu_link,-0.00639818049967289,0.0014972807839512825,-0.9346848130226135,-0.35541680455207825,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.07023885846138,0.009578026831150055,-0.004256900865584612,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.19632454216480255,-2.4612393379211426,10.96544361114502,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
